167,Spinarak,40,60,40,40,40,30,41,67,8,98,250
168,Ariados,70,90,70,60,60,40,65,00,15,00,390
169,Crobat,85,90,80,70,80,130,89,17,19,24,535
170,Chinchou,75,38,38,56,56,67,55,00,13,69,330
171,Lanturn,125,58,58,76,76,67,76,67,22,83,460
172,Pichu,20,40,15,35,35,60,34,17,14,55,205
173,Cleffa,50,25,28,45,55,15,36,33,14,51,218
174,Igglybuff,90,30,15,40,20,15,35,00,26,14,210
175,Togepi,35,20,65,40,65,20,40,83,18,58,245
176,Togetic,55,40,85,80,105,40,67,50,24,28,405
177,Natu,40,50,45,70,45,70,53,33,12,13,320
178,Xatu,65,75,70,95,70,95,78,33,12,13,470
179,Mareep,55,40,40,65,45,35,46,67,10,27,280
180,Flaaffy,70,55,55,80,60,45,60,83,11,33,365
181,Ampharos,90,75,85,115,90,55,85,00,18,03,510
182,Bellossom,75,80,85,90,100,50,80,00,15,55,480
183,Marill,70,20,50,20,50,40,41,67,17,72,250
184,Azumarill,100,50,80,50,80,50,68,33,19,51,410
185,Sudowoodo,70,100,115,30,65,30,68,33,31,97,410
186,Politoed,90,75,75,90,100,70,83,33,10,67,500
187,Hoppip,35,35,40,35,55,50,41,67,7,99,250
188,Skiploom,55,45,50,45,65,80,56,67,12,47,340
189,Jumpluff,75,55,70,55,85,110,75,00,18,93,450
190,Aipom,55,70,55,40,55,85,60,00,14,14,360
191,Sunkern,30,30,30,30,30,30,30,00,0,00,180
192,Sunflora,75,75,55,105,85,30,70,83,23,53,425
193,Yanma,65,65,45,75,45,95,65,00,17,32,390
194,Wooper,55,45,45,25,25,15,35,00,14,14,210
195,Quagsire,95,85,85,65,65,35,71,67,19,72,430
196,Espeon,65,65,60,130,95,110,87,50,26,26,525
197,Umbreon,95,65,110,60,130,65,87,50,26,26,525
198,Murkrow,60,85,42,85,42,91,67,50,20,50,405
199,Slowking,95,75,80,100,110,30,81,67,25,93,490
200,Misdreavus,60,60,60,85,85,85,72,50,12,50,435
201,Unown,48,72,48,72,48,48,56,00,11,31,336
202,Wobbuffet,190,33,58,33,58,33,67,50,55,91,405
203,Girafarig,70,80,65,90,65,85,75,83,9,75,455
204,Pineco,50,65,90,35,35,15,48,33,24,09,290
205,Forretress,75,90,140,60,60,40,77,50,31,85,465
206,Dunsparce,100,70,70,65,65,45,69,17,16,18,415
207,Gligar,65,75,105,35,65,85,71,67,21,34,430
208,Steelix,75,85,200,55,65,30,85,00,54,24,510
209,Snubbull,60,80,50,40,40,30,50,00,16,33,300
210,Granbull,90,120,75,60,60,45,75,00,24,49,450
211,Qwilfish,65,95,75,55,55,85,71,67,14,91,430
212,Scizor,70,130,100,55,80,65,83,33,25,11,500
213,Shuckle,20,10,230,10,230,5,84,17,103,22,505
214,Heracross,80,125,75,40,95,85,83,33,25,28,500
215,Sneasel,55,95,55,35,75,115,71,67,26,87,430
216,Teddiursa,60,80,50,50,50,40,55,00,12,58,330
217,Ursaring,90,130,75,75,75,55,83,33,23,21,500
218,Slugma,40,40,40,70,40,20,41,67,14,62,250
219,Magcargo,50,50,120,80,80,30,68,33,29,11,410
220,Swinub,50,50,40,30,30,50,41,67,8,98,250
221,Piloswine,100,100,80,60,60,50,75,00,19,79,450
222,Corsola,55,55,85,65,85,35,63,33,17,72,380
223,Remoraid,35,65,35,65,35,65,50,00,15,00,300
224,Octillery,75,105,75,105,75,45,80,00,20,62,480
225,Delibird,45,55,45,65,45,75,55,00,11,55,330
226,Mantine,65,40,70,80,140,70,77,50,30,52,465
227,Skarmory,65,80,140,40,70,70,77,50,30,52,465
228,Houndour,45,60,30,80,50,65,55,00,15,81,330
229,Houndoom,75,90,50,110,80,95,83,33,18,63,500
230,Kingdra,75,95,95,95,95,85,90,00,7,64,540
231,Phanpy,90,60,60,40,40,40,55,00,18,03,330
232,Donphan,90,120,120,60,60,50,83,33,28,67,500
233,Porygon2,85,80,90,105,95,60,85,83,13,97,515
234,Stantler,73,95,62,85,65,85,77,50,11,80,465
235,Smeargle,55,20,35,20,45,75,41,67,19,51,250
236,Tyrogue,35,35,35,35,35,35,35,00,0,00,210
237,Hitmontop,50,95,95,35,110,70,75,83,26,68,455
238,Smoochum,45,30,15,85,65,65,50,83,23,53,305
239,Elekid,45,63,37,65,55,95,60,00,18,43,360
240,Magby,45,75,37,70,55,83,60,83,16,48,365
241,Miltank,95,80,105,40,70,100,81,67,22,11,490
242,Blissey,255,10,10,75,135,55,90,00,85,15,540
243,Raikou,90,85,75,115,100,115,96,67,14,91,580
244,Entei,115,115,85,90,75,100,96,67,14,91,580
245,Suicune,100,75,115,90,115,85,96,67,14,91,580
246,Larvitar,50,64,50,45,50,41,50,00,7,09,300
247,Pupitar,70,84,70,65,70,51,68,33,9,71,410
248,Tyranitar,100,134,110,95,100,61,100,00,21,61,600
249,Lugia,106,90,130,90,154,110,113,33,22,68,680
250,Ho-Oh,106,130,90,110,154,90,113,33,22,68,680
251,Celebi,100,100,100,100,100,100,100,00,0,00,600
